2	0	1	0	0	0	0	2	1	0	0	0	2	2	1	2	50083.4476487621	9
2	0	1	2	0	0	0	2	1	0	0	0	2	2	1	2	50073.1438223643	9
0	0	1	2	0	0	0	2	1	0	0	0	2	2	1	2	50064.6100790151	6
0	0	1	2	0	0	0	0	1	0	0	0	2	2	1	2	50065.5553523055	5
0	0	1	2	0	0	0	0	0	0	0	0	2	2	1	2	50068.2722772125	4
0	0	1	2	0	0	0	1	0	0	0	0	2	2	1	2	50064.4851129235	4
0	1	1	2	0	0	0	1	0	0	0	0	2	2	1	2	50069.1286911015	6
0	0	1	2	1	0	0	1	0	0	0	0	2	2	1	2	50062.4307345172	4
0	0	1	2	1	0	0	1	1	0	0	0	2	2	1	2	50068.8155154552	9
0	0	1	2	1	0	0	1	0	0	0	0	2	2	1	0	50058.3117026327	4
